image_path,image_type,class
2386,Scan,Populus nigra
2387,Scan,Quercus petraea
2388,photograph,Melia azedarach
2389,Scan,Magnolia grandiflora
239,Scan,Arbutus unedo
2390,photograph,Arbutus unedo
2391,pseudoscan,Melia azedarach
2392,pseudoscan,Ailanthus altissima
2393,Scan,Hedera helix
2394,Scan,Euphorbia characias
2397,Scan,Ulmus minor
2398,pseudoscan,Buddleja davidii
2399,Scan,Juglans regia
24,pseudoscan,Pittosporum tobira
240,Scan,Crataegus monogyna
2400,Scan,Acer negundo
2401,photograph,Platanus x hispanica
2402,Scan,Sorbus domestica
2403,pseudoscan,Laurus nobilis
2404,Scan,Ruscus aculeatus
2405,photograph,Olea europaea
2406,Scan,Ulmus minor
2407,pseudoscan,Gleditsia triacanthos
2409,Scan,Quercus ilex
2410,Scan,Crataegus monogyna
2411,Scan,Celtis australis
2413,photograph,Sambucus nigra
2415,photograph,Magnolia grandiflora
2416,Scan,Prunus dulcis
2418,Scan,Phillyrea angustifolia
2419,pseudoscan,Quercus ilex
242,Scan,Buxus sempervirens
2420,pseudoscan,Daphne cneorum
2421,pseudoscan,Buxus sempervirens
2424,pseudoscan,Ligustrum vulgare
2425,Scan,Cercis siliquastrum
2426,Scan,Salix caprea
2427,Scan,Olea europaea
2429,pseudoscan,Punica granatum
243,pseudoscan,Euphorbia characias
2430,Scan,Hedera helix
2431,Scan,Olea europaea
2432,Scan,Acer platanoides
2433,Scan,Cotinus coggygria
2434,Scan,Ficus carica
2435,pseudoscan,Broussonetia papyrifera
2436,Scan,Cercis siliquastrum
2437,photograph,Robinia pseudoacacia
2439,Scan,Rhamnus alaternus
244,Scan,Ruscus aculeatus
2440,pseudoscan,Ailanthus altissima
2441,photograph,Ginkgo biloba
2443,pseudoscan,Cornus mas
2444,Scan,Juglans nigra
2445,pseudoscan,Buxus sempervirens
2446,pseudoscan,Quercus ilex
2447,pseudoscan,Cotinus coggygria
2448,Scan,Olea europaea
2450,Scan,Viburnum tinus
2451,pseudoscan,Acer platanoides
2452,photograph,Cercis siliquastrum
2453,Scan,Morus alba
2454,Scan,Juniperus oxycedrus
2455,Scan,Ilex aquifolium
2456,Scan,Pittosporum tenuifolium
2458,photograph,Olea europaea
246,Scan,Quercus rubra
2460,photograph,Pistacia lentiscus
2462,photograph,Acer monspessulanum
2463,photograph,Ficus carica
2464,Scan,Buddleja davidii
2466,Scan,Viburnum tinus
2467,photograph,Betula pendula
2468,Scan,Ruscus aculeatus
2469,Scan,Broussonetia papyrifera
247,pseudoscan,Acer opalus
2470,pseudoscan,Buxus sempervirens
2471,Scan,Viburnum tinus
2473,pseudoscan,Liquidambar styraciflua
2474,Scan,Liriodendron tulipifera
2475,Scan,Viburnum tinus
2477,Scan,Rhus coriaria
2478,Scan,Photinia serrulata
2479,photograph,Pistacia lentiscus
2480,Scan,Pistacia lentiscus
2481,Scan,Acer negundo
2482,photograph,Fraxinus ornus
2483,pseudoscan,Platanus x hispanica
2484,Scan,Quercus pubescens
2485,Scan,Rhus coriaria
2486,Scan,Eriobotrya japonica
2487,Scan,Rhamnus alaternus
2488,pseudoscan,Ulmus minor
2489,Scan,Populus nigra
2490,Scan,Platanus x hispanica
2492,Scan,Juniperus oxycedrus
2495,Scan,Buddleja davidii
2497,Scan,Cerasus mahaleb
2498,Scan,Cercis siliquastrum
2499,Scan,Fraxinus angustifolia
25,Scan,Daphne cneorum
250,pseudoscan,Populus nigra
2500,pseudoscan,Juglans nigra
2501,Scan,Juglans regia
2502,pseudoscan,Acer negundo
2503,photograph,Fraxinus ornus
2504,pseudoscan,Eriobotrya japonica
2505,Scan,Nerium oleander
2506,photograph,Diospyros kaki
2507,Scan,Ginkgo biloba
2508,photograph,Crataegus monogyna
251,photograph,Vitex agnus-castus
2510,Scan,Punica granatum
2511,pseudoscan,Juglans nigra
2512,Scan,Olea europaea
2513,Scan,Cotinus coggygria
2514,Scan,Robinia pseudoacacia
2515,Scan,Celtis australis
2516,Scan,Gleditsia triacanthos
252,Scan,Acer platanoides
2520,Scan,Albizia julibrissin
2521,photograph,Aesculus hippocastanum
2522,photograph,Acer campestre
2523,Scan,Quercus coccifera
2524,Scan,Fraxinus excelsior
2525,Scan,Viburnum opulus
2528,Scan,Cercis siliquastrum
2529,Scan,Euphorbia characias
253,pseudoscan,Rhus coriaria
2530,Scan,Quercus ilex
2531,pseudoscan,Ilex aquifolium
2533,Scan,Viburnum tinus
2534,photograph,Pistacia terebinthus
2535,photograph,Platanus x hispanica
2536,Scan,Broussonetia papyrifera
2537,pseudoscan,Rhus coriaria
2538,photograph,Betula pendula
254,Scan,Cornus sanguinea
2540,Scan,Fagus sylvatica
2541,Scan,Rhamnus alaternus
2542,Scan,Ostrya carpinifolia
2543,photograph,Viburnum tinus
2545,photograph,Crataegus azarolus
2546,Scan,Eriobotrya japonica
2548,Scan,Rhamnus alaternus
2549,pseudoscan,Buxus sempervirens
255,Scan,Pittosporum tenuifolium
2550,pseudoscan,Acer monspessulanum
2551,pseudoscan,Phillyrea angustifolia
2552,pseudoscan,Cotinus coggygria
2553,photograph,Corylus avellana
2554,Scan,Colutea arborescens
2555,Scan,Buddleja davidii
2556,Scan,Betula pendula
2558,Scan,Buddleja davidii
2559,Scan,Nerium oleander
256,photograph,Fagus sylvatica
2560,Scan,Buxus sempervirens
2561,Scan,Hedera helix
2563,Scan,Morus alba
2564,pseudoscan,Cotinus coggygria
2566,Scan,Capparis spinosa
2567,Scan,Sorbus torminalis
2568,Scan,Ulmus minor
257,Scan,Ficus carica
2570,Scan,Quercus robur
2571,photograph,Eriobotrya japonica
2572,Scan,Viburnum opulus
2573,photograph,Fraxinus excelsior
2574,Scan,Nerium oleander
2575,pseudoscan,Cornus mas
2576,Scan,Populus tremula
258,Scan,Vitex agnus-castus
2581,pseudoscan,Buxus sempervirens
2582,pseudoscan,Melia azedarach
2583,Scan,Olea europaea
2585,Scan,Quercus coccifera
2587,photograph,Quercus ilex
2588,Scan,Tilia cordata
259,Scan,Ilex aquifolium
2590,Scan,Populus alba
2591,photograph,Nerium oleander
2592,pseudoscan,Ulmus minor
2593,photograph,Pittosporum tobira
2594,pseudoscan,Acer platanoides
2595,Scan,Arbutus unedo
2596,photograph,Albizia julibrissin
2597,photograph,Aesculus hippocastanum
26,photograph,Pittosporum tobira
260,Scan,Crataegus azarolus
2600,pseudoscan,Daphne cneorum
2601,photograph,Nerium oleander
2602,photograph,Corylus avellana
2603,Scan,Cotinus coggygria
2604,Scan,Quercus ilex
2605,pseudoscan,Quercus ilex
2606,Scan,Populus nigra
2607,Scan,Castanea sativa
2609,photograph,Cercis siliquastrum
261,photograph,Ficus carica
2610,Scan,Betula pendula
2612,Scan,Viburnum lantana
2614,photograph,Arbutus unedo
2615,Scan,Juniperus oxycedrus
2616,photograph,Celtis australis
2617,pseudoscan,Ulmus minor
2618,pseudoscan,Phillyrea angustifolia
262,Scan,Populus alba
2621,photograph,Fraxinus ornus
2623,Scan,Celtis australis
2624,pseudoscan,Daphne cneorum
2625,pseudoscan,Ulmus minor
2626,Scan,Quercus robur
2627,Scan,Buxus sempervirens
2628,pseudoscan,Ulmus minor
2629,photograph,Laurus nobilis
2630,Scan,Liriodendron tulipifera
2631,pseudoscan,Acer opalus
2632,photograph,Pittosporum tobira
2633,Scan,Pistacia lentiscus
2634,photograph,Cornus mas
2635,photograph,Ilex aquifolium
2636,pseudoscan,Gleditsia triacanthos
2638,pseudoscan,Fraxinus excelsior
2640,pseudoscan,Juniperus oxycedrus
2641,Scan,Pistacia lentiscus
2642,photograph,Viburnum tinus
2644,Scan,Olea europaea
2645,Scan,Sorbus domestica
2647,Scan,Prunus dulcis
2649,photograph,Laurus nobilis
265,Scan,Mespilus germanica
2651,pseudoscan,Daphne cneorum
2653,Scan,Fagus sylvatica
2654,photograph,Celtis australis
2656,Scan,Betula pendula
2657,Scan,Hedera helix
2658,Scan,Diospyros kaki
2659,Scan,Colutea arborescens
266,photograph,Nerium oleander
2660,pseudoscan,Sorbus aria
2662,photograph,Hedera helix
2663,Scan,Celtis australis
2664,pseudoscan,Acer campestre
2665,photograph,Acer campestre
2667,pseudoscan,Acer negundo
2669,Scan,Fraxinus angustifolia
2670,photograph,Hedera helix
2671,Scan,Nerium oleander
2672,Scan,Quercus ilex
2673,Scan,Populus alba
2674,Scan,Vitex agnus-castus
2675,pseudoscan,Daphne cneorum
2676,photograph,Diospyros kaki
2677,photograph,Aesculus hippocastanum
2678,photograph,Pistacia lentiscus
2679,Scan,Pittosporum tenuifolium
268,Scan,Ruscus aculeatus
2681,Scan,Prunus avium
2682,Scan,Capparis spinosa
2684,Scan,Diospyros kaki
2686,Scan,Olea europaea
2687,Scan,Populus nigra
2689,Scan,Euphorbia characias
269,Scan,Acer saccharinum
2690,Scan,Ginkgo biloba
2691,pseudoscan,Vitex agnus-castus
2693,Scan,Diospyros kaki
2695,photograph,Arbutus unedo
2696,Scan,Ulmus minor
2698,Scan,Viburnum tinus
2699,Scan,Prunus serotina
270,pseudoscan,Cotinus coggygria
2700,Scan,Syringa vulgaris
2701,Scan,Pistacia lentiscus
2702,photograph,Cercis siliquastrum
2703,photograph,Ilex aquifolium
2705,Scan,Ulmus minor
2706,Scan,Prunus avium
2707,photograph,Ginkgo biloba
2708,pseudoscan,Rhus coriaria
271,Scan,Sorbus domestica
2711,photograph,Robinia pseudoacacia
2713,photograph,Acer monspessulanum
2714,pseudoscan,Euphorbia characias
2716,Scan,Olea europaea
2718,pseudoscan,Daphne cneorum
272,Scan,Cornus sanguinea
2721,Scan,Ulmus minor
2722,pseudoscan,Ulmus minor
2723,photograph,Quercus coccifera
2724,Scan,Acer negundo
2725,Scan,Quercus ilex
2727,Scan,Betula pendula
2728,pseudoscan,Nerium oleander
2729,Scan,Nerium oleander
273,Scan,Acer opalus
2730,Scan,Colutea arborescens
2731,photograph,Eriobotrya japonica
2732,Scan,Arbutus unedo
2733,Scan,Celtis australis
2735,Scan,Viburnum tinus
2736,photograph,Crataegus monogyna
2737,pseudoscan,Phillyrea angustifolia
2738,photograph,Pistacia lentiscus
2739,pseudoscan,Ficus carica
274,photograph,Quercus pubescens
2740,Scan,Buddleja davidii
2741,pseudoscan,Ginkgo biloba
2742,photograph,Fraxinus angustifolia
2743,pseudoscan,Nerium oleander
2744,Scan,Viburnum tinus
2745,Scan,Populus alba
2746,pseudoscan,Cercis siliquastrum
2747,pseudoscan,Punica granatum
2748,pseudoscan,Populus nigra
2749,Scan,Quercus petraea
275,Scan,Daphne cneorum
2750,photograph,Cercis siliquastrum
2751,Scan,Alnus cordata
2752,Scan,Fraxinus ornus
2753,photograph,Laurus nobilis
2754,Scan,Prunus laurocerasus
2755,Scan,Pistacia terebinthus
2756,pseudoscan,Phillyrea angustifolia
2757,pseudoscan,Fraxinus angustifolia
2758,Scan,Morus nigra
276,Scan,Eriobotrya japonica
2760,Scan,Euonymus europaeus
2761,Scan,Ruscus aculeatus
2762,Scan,Broussonetia papyrifera
2763,Scan,Prunus laurocerasus
2764,Scan,Populus tremula
2767,Scan,Rhamnus alaternus
2768,Scan,Cerasus mahaleb
2769,Scan,Platanus x hispanica
2770,pseudoscan,Daphne cneorum
2771,photograph,Acer campestre
2772,Scan,Ruscus aculeatus
2773,Scan,Populus nigra
2774,photograph,Crataegus monogyna
2775,Scan,Ulmus minor
2776,Scan,Morus alba
2777,pseudoscan,Populus nigra
2778,Scan,Rhamnus alaternus
2779,Scan,Eriobotrya japonica
278,Scan,Pittosporum tobira
2780,Scan,Alnus cordata
2782,photograph,Corylus avellana
2783,photograph,Nerium oleander
2785,Scan,Cerasus mahaleb
2787,pseudoscan,Buddleja davidii
2788,Scan,Diospyros kaki
2789,pseudoscan,Ulmus minor
279,Scan,Hedera helix
2791,photograph,Magnolia grandiflora
2792,pseudoscan,Daphne cneorum
2793,Scan,Cornus mas
2794,pseudoscan,Ailanthus altissima
2795,photograph,Cotinus coggygria
2796,Scan,Buxus sempervirens
2797,Scan,Platanus x hispanica
2799,pseudoscan,Daphne cneorum
28,Scan,Cornus mas
280,Scan,Cercis siliquastrum
2800,Scan,Viburnum tinus
2801,photograph,Laurus nobilis
2803,photograph,Aesculus hippocastanum
2804,Scan,Crataegus azarolus
2805,Scan,Prunus dulcis
2806,pseudoscan,Phillyrea angustifolia
2807,Scan,Arbutus unedo
2809,Scan,Acer monspessulanum
281,pseudoscan,Platanus x hispanica
2810,photograph,Sambucus nigra
2812,pseudoscan,Quercus pubescens
2813,Scan,Euphorbia characias
2814,Scan,Cerasus mahaleb
2815,pseudoscan,Sorbus aria
2818,pseudoscan,Cotinus coggygria
2819,pseudoscan,Rhus typhina
282,pseudoscan,Broussonetia papyrifera
2820,Scan,Prunus spinosa
2821,Scan,Alnus cordata
2822,pseudoscan,Broussonetia papyrifera
2823,Scan,Quercus pubescens
2824,Scan,Cotinus coggygria
2825,Scan,Quercus petraea
2826,Scan,Pittosporum tobira
2827,Scan,Crataegus monogyna
2828,Scan,Paliurus spina-christi
2829,Scan,Quercus robur
2830,Scan,Colutea arborescens
2831,photograph,Platanus x hispanica
2832,pseudoscan,Vitex agnus-castus
2833,photograph,Laurus nobilis
2835,Scan,Quercus pubescens
2836,Scan,Laurus nobilis
2838,Scan,Populus nigra
2839,Scan,Ilex aquifolium
284,Scan,Prunus spinosa
2840,Scan,Populus tremula
2841,photograph,Eriobotrya japonica
2842,Scan,Viburnum tinus
2843,pseudoscan,Acer campestre
2844,pseudoscan,Cornus mas
2845,Scan,Betula utilis var. jacquemontii
2846,photograph,Arbutus unedo
2847,Scan,Crataegus azarolus
2848,Scan,Tilia cordata
2849,pseudoscan,Daphne cneorum
285,Scan,Acer negundo
2850,Scan,Cerasus mahaleb
2851,Scan,Hedera helix
2853,Scan,Acer negundo
2854,Scan,Quercus palustris
2855,Scan,Fraxinus ornus
2856,Scan,Buxus sempervirens
2858,pseudoscan,Laburnum anagyroides
2859,Scan,Mespilus germanica
286,Scan,Acer campestre
2861,Scan,Punica granatum
2862,photograph,Betula pendula
2864,Scan,Cercis siliquastrum
2865,Scan,Broussonetia papyrifera
2867,Scan,Fraxinus angustifolia
2868,Scan,Aesculus hippocastanum
2869,Scan,Populus tremula
2870,Scan,Photinia serrulata
2871,photograph,Pistacia lentiscus
2872,Scan,Cotinus coggygria
2875,Scan,Fagus sylvatica
2876,pseudoscan,Gleditsia triacanthos
2878,pseudoscan,Acer monspessulanum
288,Scan,Magnolia grandiflora
2880,Scan,Syringa vulgaris
2881,pseudoscan,Morus alba
2882,photograph,Magnolia grandiflora
2885,Scan,Cornus sanguinea
2886,photograph,Celtis australis
2887,Scan,Gleditsia triacanthos
2888,pseudoscan,Ruscus aculeatus
2889,Scan,Liquidambar styraciflua
289,photograph,Viburnum tinus
2890,pseudoscan,Ulmus minor
2892,pseudoscan,Sorbus aria
2894,pseudoscan,Phillyrea angustifolia
2898,pseudoscan,Acer platanoides
2899,pseudoscan,Acer platanoides
29,photograph,Robinia pseudoacacia
290,photograph,Acer monspessulanum
2900,photograph,Quercus ilex
2901,photograph,Gleditsia triacanthos
2902,Scan,Quercus ilex
2903,Scan,Eriobotrya japonica
2904,Scan,Quercus petraea
2905,pseudoscan,Populus alba
2906,pseudoscan,Hedera helix
2907,Scan,Cornus sanguinea
2908,Scan,Diospyros kaki
2909,Scan,Hedera helix
291,photograph,Celtis australis
2910,Scan,Pittosporum tobira
2911,Scan,Crataegus azarolus
2912,photograph,Hedera helix
2917,Scan,Cornus sanguinea
2918,Scan,Ruscus aculeatus
2919,Scan,Alnus cordata
292,Scan,Pistacia terebinthus
2920,pseudoscan,Cotinus coggygria
2921,Scan,Ruscus aculeatus
2923,pseudoscan,Sorbus torminalis
2924,Scan,Rhamnus cathartica
2925,photograph,Quercus ilex
293,Scan,Phillyrea angustifolia
2930,Scan,Fagus sylvatica
2931,Scan,Capparis spinosa
2932,photograph,Ginkgo biloba
2933,Scan,Alnus cordata
2934,photograph,Viburnum tinus
2935,photograph,Punica granatum
2936,Scan,Viburnum tinus
2937,Scan,Syringa vulgaris
2938,Scan,Rhamnus alaternus
2939,photograph,Celtis australis
294,photograph,Pistacia lentiscus
2940,photograph,Hedera helix
2941,Scan,Buxus sempervirens
2942,Scan,Cerasus mahaleb
2943,Scan,Robinia pseudoacacia
2944,Scan,Hedera helix
2945,Scan,Olea europaea
2946,photograph,Crataegus monogyna
2949,pseudoscan,Populus nigra
295,Scan,Nerium oleander
2950,Scan,Morus alba
2951,pseudoscan,Prunus avium
2952,Scan,Juniperus oxycedrus
2953,Scan,Paliurus spina-christi
2954,Scan,Acer campestre
2956,Scan,Euphorbia characias
2957,photograph,Syringa vulgaris
296,photograph,Vitex agnus-castus
2961,Scan,Cotinus coggygria
2962,pseudoscan,Melia azedarach
2963,pseudoscan,Melia azedarach
2964,pseudoscan,Broussonetia papyrifera
2965,pseudoscan,Buddleja davidii
2966,Scan,Viburnum lantana
2967,pseudoscan,Acer campestre
2968,Scan,Cotinus coggygria
2969,pseudoscan,Cornus mas
297,Scan,Euphorbia characias
2970,Scan,Ficus carica
2972,Scan,Acer monspessulanum
2973,photograph,Laurus nobilis
2974,Scan,Crataegus monogyna
2975,Scan,Fraxinus ornus
2976,Scan,Celtis australis
2977,Scan,Pittosporum tobira
2978,pseudoscan,Prunus avium
2979,photograph,Acer monspessulanum
298,photograph,Nerium oleander
2980,pseudoscan,Rhus typhina
2981,Scan,Laburnum anagyroides
2982,Scan,Acer monspessulanum
2983,Scan,Populus nigra
2984,Scan,Crataegus monogyna
2985,photograph,Cercis siliquastrum
2986,pseudoscan,Rhus typhina
2988,pseudoscan,Fraxinus angustifolia
2989,photograph,Pittosporum tobira
2990,pseudoscan,Populus nigra
2991,pseudoscan,Acer pseudoplatanus
2992,Scan,Crataegus monogyna
2995,pseudoscan,Buxus sempervirens
2996,pseudoscan,Acer platanoides
2997,Scan,Cotinus coggygria
2998,Scan,Ruscus aculeatus
2999,Scan,Buxus sempervirens
3,Scan,Salix caprea
30,Scan,Olea europaea
300,photograph,Corylus avellana
3000,photograph,Ginkgo biloba
3003,Scan,Acer pseudoplatanus
3006,Scan,Acer negundo
3007,pseudoscan,Ailanthus altissima
3008,Scan,Quercus petraea
3009,photograph,Ginkgo biloba
3010,photograph,Cotinus coggygria
3011,pseudoscan,Carpinus betulus
3012,pseudoscan,Cornus mas
3013,Scan,Ulmus minor
3014,pseudoscan,Photinia serrulata
3015,Scan,Quercus ilex
3016,pseudoscan,Hedera helix
3018,Scan,Cornus sanguinea
3019,Scan,Euphorbia characias
302,Scan,Betula pendula
3021,Scan,Crataegus monogyna
3022,Scan,Cercis siliquastrum
3024,pseudoscan,Populus nigra
3025,pseudoscan,Populus alba
3026,photograph,Pittosporum tobira
3027,photograph,Acer campestre
3028,pseudoscan,Sorbus aria
3029,Scan,Acer monspessulanum
303,Scan,Olea europaea
3030,photograph,Fagus sylvatica
3031,pseudoscan,Vitex agnus-castus
3032,Scan,Carpinus betulus
3033,photograph,Viburnum tinus
3035,photograph,Vitex agnus-castus
3036,Scan,Magnolia grandiflora
3037,pseudoscan,Rhus coriaria
3038,Scan,Gleditsia triacanthos
3039,Scan,Vitex agnus-castus
3040,Scan,Paliurus spina-christi
3041,Scan,Euphorbia characias
3042,Scan,Albizia julibrissin
3043,photograph,Quercus coccifera
3044,Scan,Betula pendula
3045,photograph,Diospyros kaki
3046,Scan,Capparis spinosa
3048,pseudoscan,Capparis spinosa
3049,Scan,Acer negundo
305,Scan,Fraxinus angustifolia
3050,pseudoscan,Quercus pubescens
3051,Scan,Daphne cneorum
3052,photograph,Cotinus coggygria
3055,pseudoscan,Fraxinus angustifolia
3056,Scan,Ruscus aculeatus
3057,Scan,Viburnum tinus
3058,Scan,Punica granatum
3059,Scan,Buddleja davidii
306,Scan,Rhamnus alaternus
3061,Scan,Populus tremula
3062,Scan,Sophora japonica
3063,pseudoscan,Carpinus betulus
3064,Scan,Salix caprea
3065,Scan,Broussonetia papyrifera
3066,Scan,Quercus ilex
3068,pseudoscan,Juniperus oxycedrus
3069,Scan,Rhamnus cathartica
307,photograph,Quercus ilex
3070,photograph,Prunus laurocerasus
3071,Scan,Populus nigra
3072,pseudoscan,Ficus carica
3073,Scan,Populus alba
3074,Scan,Pistacia terebinthus
3076,photograph,Quercus coccifera
3077,Scan,Buxus sempervirens
3078,Scan,Castanea sativa
3079,Scan,Ruscus aculeatus
308,Scan,Fraxinus ornus
3080,Scan,Ulmus minor
3081,photograph,Fraxinus ornus
3082,photograph,Fraxinus excelsior
3084,Scan,Ulmus minor
3086,Scan,Crataegus monogyna
3088,photograph,Corylus avellana
3089,Scan,Arbutus unedo
309,Scan,Syringa vulgaris
3090,photograph,Quercus ilex
3091,pseudoscan,Populus nigra
3092,photograph,Ficus carica
3093,Scan,Photinia serrulata
3094,pseudoscan,Olea europaea
3095,pseudoscan,Populus nigra
3096,pseudoscan,Photinia serrulata
3097,Scan,Euphorbia characias
3098,pseudoscan,Acer negundo
31,pseudoscan,Daphne cneorum
310,Scan,Pittosporum tobira
3100,Scan,Rhamnus alaternus
3102,photograph,Quercus pubescens
3103,Scan,Euphorbia characias
3104,photograph,Eriobotrya japonica
3105,Scan,Pittosporum tenuifolium
3106,Scan,Viburnum tinus
3107,Scan,Robinia pseudoacacia
3108,Scan,Rhamnus cathartica
3109,pseudoscan,Melia azedarach
3110,pseudoscan,Ginkgo biloba
3111,Scan,Pistacia terebinthus
3112,Scan,Daphne cneorum
3113,Scan,Robinia pseudoacacia
3114,Scan,Ruscus aculeatus
3115,photograph,Nerium oleander
3116,Scan,Corylus avellana
3118,pseudoscan,Phillyrea angustifolia
3119,photograph,Ilex aquifolium
3120,Scan,Robinia pseudoacacia
3121,Scan,Ginkgo biloba
3122,pseudoscan,Ailanthus altissima
3123,pseudoscan,Acer opalus
3124,pseudoscan,Diospyros kaki
3125,Scan,Paliurus spina-christi
3126,Scan,Quercus ilex
3127,Scan,Quercus coccifera
3128,Scan,Fraxinus angustifolia
3129,Scan,Broussonetia papyrifera
313,Scan,Rhamnus alaternus
3131,Scan,Ligustrum vulgare
3132,photograph,Acer platanoides
3133,Scan,Platanus x hispanica
3135,photograph,Fagus sylvatica
3136,photograph,Quercus ilex
3137,Scan,Robinia pseudoacacia
3139,Scan,Gleditsia triacanthos
3140,Scan,Acer saccharinum
3141,Scan,Paliurus spina-christi
3142,pseudoscan,Ailanthus altissima
3143,pseudoscan,Euphorbia characias
3144,photograph,Cercis siliquastrum
3145,Scan,Nerium oleander
3146,Scan,Buddleja davidii
3147,Scan,Sophora japonica
3148,Scan,Castanea sativa
3149,Scan,Ginkgo biloba
315,pseudoscan,Ficus carica
3150,photograph,Aesculus hippocastanum
3153,photograph,Acer platanoides
3154,Scan,Magnolia grandiflora
3155,pseudoscan,Populus nigra
3156,Scan,Ruscus aculeatus
3157,photograph,Acer campestre
3158,pseudoscan,Capparis spinosa
3159,pseudoscan,Nerium oleander
316,Scan,Acer monspessulanum
3161,Scan,Fraxinus ornus
3162,photograph,Carpinus betulus
3163,Scan,Arbutus unedo
3164,Scan,Ulmus minor
3165,Scan,Daphne cneorum
3166,Scan,Buddleja davidii
3168,pseudoscan,Ailanthus altissima
3170,Scan,Nerium oleander
3171,photograph,Ginkgo biloba
3172,photograph,Nerium oleander
3173,Scan,Ligustrum vulgare
3174,photograph,Syringa vulgaris
3175,photograph,Crataegus azarolus
3176,pseudoscan,Cornus sanguinea
3177,Scan,Pistacia terebinthus
3178,pseudoscan,Ailanthus altissima
3179,Scan,Quercus ilex
318,photograph,Acer platanoides
3180,photograph,Pistacia terebinthus
3181,Scan,Fagus sylvatica
3182,pseudoscan,Ilex aquifolium
3183,pseudoscan,Cotinus coggygria
3184,photograph,Platanus x hispanica
3185,Scan,Ruscus aculeatus
3186,Scan,Olea europaea
3187,Scan,Viburnum tinus
3188,Scan,Acer campestre
3189,pseudoscan,Buxus sempervirens
319,pseudoscan,Sophora japonica
3190,pseudoscan,Melia azedarach
3191,Scan,Prunus laurocerasus
3192,pseudoscan,Cercis siliquastrum
3193,Scan,Quercus ilex
3194,pseudoscan,Populus alba
3195,photograph,Ginkgo biloba
3196,pseudoscan,Laurus nobilis
3197,photograph,Diospyros kaki
3198,pseudoscan,Phillyrea angustifolia
3199,Scan,Carpinus betulus
32,pseudoscan,Euphorbia characias
320,photograph,Acer campestre
3200,Scan,Quercus pubescens
3201,photograph,Fraxinus angustifolia
3202,Scan,Paliurus spina-christi
3203,Scan,Buddleja davidii
3204,photograph,Cercis siliquastrum
3205,Scan,Olea europaea
3206,Scan,Buxus sempervirens
3207,pseudoscan,Arbutus unedo
3208,Scan,Hedera helix
3209,photograph,Acer campestre
321,photograph,Fraxinus ornus
3210,photograph,Pistacia lentiscus
3211,Scan,Laurus nobilis
3212,Scan,Photinia serrulata
3213,Scan,Pistacia lentiscus
3214,photograph,Viburnum tinus
3215,Scan,Viburnum lantana
3216,Scan,Syringa vulgaris
3217,Scan,Liriodendron tulipifera
3218,Scan,Corylus avellana
3219,Scan,Olea europaea
3220,Scan,Alnus cordata
3221,pseudoscan,Daphne cneorum
3222,Scan,Crataegus monogyna
3223,Scan,Ruscus aculeatus
3225,Scan,Fraxinus ornus
3226,photograph,Ginkgo biloba
3227,photograph,Platanus x hispanica
3228,Scan,Populus nigra
3229,Scan,Cornus sanguinea
323,Scan,Betula pendula
3230,photograph,Pistacia lentiscus
3232,photograph,Acer platanoides
3233,pseudoscan,Populus alba
3234,photograph,Laurus nobilis
3235,Scan,Buxus sempervirens
3236,Scan,Quercus pubescens
3237,Scan,Vitex agnus-castus
3238,photograph,Pistacia lentiscus
3239,Scan,Corylus avellana
3240,Scan,Pistacia lentiscus
3241,Scan,Fraxinus ornus
3242,pseudoscan,Ulmus minor
3243,pseudoscan,Populus nigra
3245,Scan,Buddleja davidii
3247,Scan,Pittosporum tobira
3248,pseudoscan,Rhus coriaria
3249,photograph,Pittosporum tobira
325,Scan,Ulmus minor
3250,photograph,Pittosporum tobira
3251,Scan,Quercus ilex
3252,photograph,Juglans regia
3253,Scan,Arbutus unedo
3255,pseudoscan,Gleditsia triacanthos
3258,Scan,Broussonetia papyrifera
3259,pseudoscan,Nerium oleander
326,pseudoscan,Liriodendron tulipifera
3260,Scan,Robinia pseudoacacia
3261,photograph,Laurus nobilis
3263,Scan,Alnus cordata
3265,pseudoscan,Quercus ilex
3266,Scan,Buxus sempervirens
3267,Scan,Fraxinus ornus
327,pseudoscan,Rhus typhina
3270,photograph,Ginkgo biloba
3271,photograph,Sambucus nigra
3272,Scan,Vitex agnus-castus
3273,Scan,Crataegus monogyna
3278,photograph,Crataegus monogyna
3279,pseudoscan,Punica granatum
328,Scan,Buxus sempervirens
3280,Scan,Corylus avellana
3281,pseudoscan,Laurus nobilis
3282,Scan,Betula pendula
3283,Scan,Paliurus spina-christi
3284,Scan,Ruscus aculeatus
3285,pseudoscan,Buddleja davidii
3286,Scan,Laurus nobilis
3287,Scan,Arbutus unedo
3288,photograph,Diospyros kaki
3289,Scan,Prunus laurocerasus
329,Scan,Cotinus coggygria
3290,Scan,Cotinus coggygria
3291,photograph,Aesculus hippocastanum
3292,pseudoscan,Morus alba
3293,Scan,Buddleja davidii
3294,photograph,Quercus coccifera
3295,photograph,Quercus pubescens
3296,Scan,Quercus petraea
3298,Scan,Sorbus torminalis
3299,Scan,Pittosporum tenuifolium
330,photograph,Quercus pubescens
3300,Scan,Fraxinus angustifolia
3301,photograph,Cercis siliquastrum
3302,Scan,Quercus robur
3303,Scan,Eriobotrya japonica
3304,Scan,Ulmus minor
3305,Scan,Castanea sativa
3306,photograph,Quercus coccifera
3307,photograph,Quercus ilex
3308,photograph,Olea europaea
